name,caption,sentiment,emotion,desire
Mother reading to little girl at the library,An African-American woman reading a book to her daughter. The 4 year old girl is sitting on her mother's lap. They are on the floor in a library.,neutral,neutral,family
Coworkers celebrating some good news in a factory,Coworkers celebrating some good news in a factory,positive,happiness,social-contact
Friends Hiking,Close up of two senior female friends hiking together,neutral,neutral,none
Portrait of woman sitting on couch at home,Portrait of woman sitting on couch at home,negative,sad,none
Serious young student writing in book while studying at table in university,Serious young student writing in book while studying at table in university,neutral,neutral,none
"New Jersey, Jersey City, Woman leaning on table looking on green peas","New Jersey, Jersey City, Woman leaning on table looking on green peas",negative,disgust,none
Rear view of couple carrying backpacks while walking through forest,Rear view of couple carrying backpacks while walking through forest,positive,happiness,curiosity
Daughter being told off by her mother,Daughter being told off by her mother,negative,anger,none
Ticker tape falling on crowd,Ticker tape falling on crowd,positive,happiness,none
Beautiful woman,Beautiful woman,positive,happiness,none
Cycling family,Young family with one child is cycling together outdoors,positive,happiness,family
High Angle View Of Dog Relaxing On Bed At Home,"Photo taken in Luxembourg, Luxembourg",neutral,neutral,none
Man sitting on edge of bed in underwear,Man sitting on edge of bed in underwear,negative,sad,romance
Frightened Girl,Frightened Girl,negative,fear,none
Young boy looking at camera doing a wince,Young boy looking at camera doing a wince,negative,anger,none
Man asleep in bed,Man asleep in bed,neutral,neutral,none
Feeling good and keeping fit!,Rearview shot of a sporty young man running outdoors,neutral,neutral,none
Portrait of smiling mature woman using cell phone at home,Portrait of smiling mature woman using cell phone at home,positive,happiness,none
Cheerful businesswoman at coffee shop,Mature businesswoman laughing while coffee at coffee shop. Mid adult female sitting inside cafe with a coffee in hand.,positive,happiness,none
Young man runs on mountain ridge at sunrise,He leaps into the morning air,neutral,neutral,none
Enjoy my leisure time - fishing at alpin lake,"Fishing, Autumn, Dawn, Freshwater Fishing, Spin fishing",neutral,neutral,none
Alcoholic women with depression,Alcoholic women with depression,negative,sad,tranquility
"Austria, Tyrol, Alps, relaxed man in boat on mountain lake","Austria, Tyrol, Alps, relaxed man in boat on mountain lake",neutral,neutral,none
Dad helping toddler daughter to ride her tricycle,Dad has a guiding hand on his daughters back as she rides along a path near her home for the first time,neutral,neutral,family
Three friends falling backwards into swimming pool,Three friends falling backwards into swimming pool,positive,happiness,social-contact
Turkish family taking selfie,Turkish family taking selfie,positive,happiness,family
Smiling parents surfing the Internet with daughter on touchpad.,Happy parents teaching their little girl how to use digital tablet in the kitchen.,positive,happiness,family
Caucasian woman sitting in armchair holding legs,Caucasian woman sitting in armchair holding legs,negative,sad,none
Mother homeschooling son at laptop,Mother homeschooling son at laptop,neutral,neutral,family
Lovely design student working at home,Young and focused graphic design student doing a freelance illustration work at home.,neutral,neutral,none
You make me a happy man,Shot of a happy young couple relaxing in the kitchen in the at home,positive,happiness,romance
Smiling woman with closed eyes in yoga pose on table at home,Smiling woman with closed eyes in yoga pose on table at home,neutral,neutral,none
We love to play together,Father and daughter having fun at Christmas decorated living room,positive,happiness,family
Portrait of mother holding sleeping baby in kitchen,Portrait of mother holding sleeping baby in kitchen,neutral,neutral,family
Street fight,Street fight,negative,anger,vengeance
Man fishing from canoe,Man fishing from canoe,neutral,neutral,none
Close-up of man putting ring on woman's finger,Back lit of man putting engagement ring on girlfriend's finger at back yard. Close-up of woman standing while boyfriend proposing outdoors. They are spending leisure time.,positive,happiness,romance
Multi-ethnic people in Halloween costumes having fun at dungeon nightclub,Young multi-ethnic friends dressed-up in Halloween costumes dancing and drinking at nightclub dungeon party,positive,happiness,social-contact
Smiling coworkers in discussion in design studio,Smiling coworkers in discussion in design studio,positive,happiness,social-contact
Dreamy girl on beach,Dreamy girl on beach,neutral,neutral,none
"Woman using digital tablet, relaxing on couch","Woman using digital tablet, relaxing on couch",neutral,neutral,none
Portrait of girl looking angry,Portrait of girl looking angry,negative,anger,none
Mother with daughter on swing on playground,Mother with daughter on swing on playground,positive,happiness,family
Cheerful young athlete outdoors by the river,Portrait of a smiling young Middle-Eastern ethnicity athlete,positive,happiness,none
"Portrait of a mature man dancing, smiling and having fun","Portrait of a mature man dancing, smiling and having fun",positive,happiness,none
Rear View Of Depressed Woman Sitting On Bed At Home,Rear View Of Depressed Woman Sitting On Bed At Home,negative,sad,tranquility
Couple sat down looking angry,Couple sat down looking angry,negative,anger,none
Sharing is caring,Shot of a happy young couple using a phone together on the sofa at home,positive,happiness,romance
Couples that explore together adore each other,Cropped shot of an attractive young couple spending the day in nature,positive,happiness,romance
Businessman stabbed in the back,Businessman stabbed in the back,negative,anger,vengeance
Beautiful afro american young woman pointing at copy space,Studio portrait of happy afro american young woman pointing with index fingers at copy space. Pink background.,positive,happiness,none
"Blond woman sitting in armschair, looking sad, close up","Blond woman sitting in armschair, looking sad, close up",negative,sad,none
